order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days,Warehouse Load %,Delay %,Warehouse Status,Delay Risk,Lead Time Category,Distance Category
22619,S3,57,Air,4723,0.76,Monsoon,0.48,15,76,48,High,High Risk,Medium,Short Distance
22620,S24,1188,Ship,4288,0.35,Normal,0.37,20,35,37,Normal,Medium Risk,Medium,Medium Distance
22621,S24,157,Train,3824,0.31,Peak,0.36,11,31,36,Normal,Medium Risk,Short,Short Distance
22622,S37,1920,Truck,2776,0.21,Peak,0.4,46,21,40,Normal,Medium Risk,Long,Long Distance
22623,S7,757,Train,4191,0.4,Peak,0.17,19,40,17,Normal,Low Risk,Medium,Medium Distance
22624,S41,1664,Air,4228,0.12,Monsoon,0.17,91,12,17,Normal,Low Risk,Very Long,Long Distance
22625,S23,1234,Air,3764,0.83,Peak,0.24,71,83,24,Critical,Low Risk,Very Long,Medium Distance
22626,S23,1856,Ship,2250,0.73,Normal,0.35,28,73,35,High,Medium Risk,Medium,Long Distance
22627,S12,1474,Ship,3003,0.55,Peak,0.29,24,55,29,Normal,Medium Risk,Medium,Medium Distance
22628,S38,552,Truck,1465,0.15,Monsoon,0.37,20,15,37,Normal,Medium Risk,Medium,Short Distance
22629,S29,951,Ship,2965,0.42,Monsoon,0.58,21,42,58,Normal,High Risk,Medium,Medium Distance
22630,S41,643,Truck,935,0.35,Monsoon,0.05,19,35,5,Normal,Low Risk,Medium,Short Distance
22631,S14,1020,Ship,4334,0.45,Normal,0.04,14,45,4,Normal,Low Risk,Short,Medium Distance
22632,S46,621,Train,2078,0.3,Monsoon,0.31,18,30,31,Normal,Medium Risk,Medium,Short Distance
22633,S14,1259,Truck,4042,0.27,Monsoon,0.26,32,27,26,Normal,Medium Risk,Long,Medium Distance
22634,S11,1072,Air,1373,0.41,Monsoon,0.21,62,41,21,Normal,Low Risk,Very Long,Medium Distance
22635,S6,721,Truck,2305,0.86,Monsoon,0.33,28,86,33,Critical,Medium Risk,Medium,Short Distance
22636,S19,170,Truck,1486,0.6,Monsoon,0.51,16,60,51,High,High Risk,Medium,Short Distance
22637,S16,1727,Ship,4629,0.38,Peak,0.39,26,38,39,Normal,Medium Risk,Medium,Long Distance
22638,S18,322,Truck,1943,0.81,Peak,0.52,20,81,52,Critical,High Risk,Medium,Short Distance
22639,S45,895,Truck,153,0.4,Peak,0.18,25,40,18,Normal,Low Risk,Medium,Medium Distance
22640,S16,1571,Ship,4825,0.93,Monsoon,0.57,30,93,57,Critical,High Risk,Long,Long Distance
22641,S17,1846,Train,2226,0.36,Peak,0.13,35,36,13,Normal,Low Risk,Long,Long Distance
22642,S26,1521,Ship,3549,0.61,Peak,0.49,28,61,49,High,High Risk,Medium,Long Distance
22643,S49,561,Air,3275,0.29,Normal,0.19,33,29,19,Normal,Low Risk,Long,Short Distance
22644,S16,153,Ship,3937,0.88,Monsoon,0.39,15,88,39,Critical,Medium Risk,Medium,Short Distance
22645,S30,1468,Train,2349,0.4,Peak,0.11,27,40,11,Normal,Low Risk,Medium,Medium Distance
22646,S37,960,Truck,2633,0.47,Normal,0.48,29,47,48,Normal,High Risk,Medium,Medium Distance
22647,S26,240,Train,1160,0.65,Normal,0.57,15,65,57,High,High Risk,Medium,Short Distance
22648,S20,1625,Ship,2997,0.31,Peak,0.52,27,31,52,Normal,High Risk,Medium,Long Distance
22649,S6,1347,Air,2792,0.43,Normal,0.39,75,43,39,Normal,Medium Risk,Very Long,Medium Distance
22650,S40,1944,Truck,1466,0.75,Monsoon,0.2,51,75,20,High,Low Risk,Long,Long Distance
22651,S49,457,Train,615,0.85,Monsoon,0.57,21,85,57,Critical,High Risk,Medium,Short Distance
22652,S9,1258,Truck,4097,0.15,Monsoon,0.14,33,15,14,Normal,Low Risk,Long,Medium Distance
22653,S4,1277,Train,3260,0.97,Monsoon,0.52,34,97,52,Critical,High Risk,Long,Medium Distance
22654,S30,477,Truck,783,0.38,Normal,0.04,15,38,4,Normal,Low Risk,Medium,Short Distance
22655,S8,1597,Ship,4008,0.23,Peak,0.03,24,23,3,Normal,Low Risk,Medium,Long Distance
22656,S20,497,Ship,3793,0.61,Peak,0.38,17,61,38,High,Medium Risk,Medium,Short Distance
22657,S14,948,Air,3036,0.84,Monsoon,0.44,60,84,44,Critical,Medium Risk,Very Long,Medium Distance
22658,S14,813,Air,2371,0.84,Normal,0.25,50,84,25,Critical,Medium Risk,Long,Medium Distance
22659,S41,1175,Air,1106,0.55,Normal,0.26,66,55,26,Normal,Medium Risk,Very Long,Medium Distance
22660,S43,1874,Train,3399,0.6,Peak,0.18,35,60,18,High,Low Risk,Long,Long Distance
22661,S36,717,Air,4291,0.79,Peak,0.11,45,79,11,High,Low Risk,Long,Short Distance
22662,S10,982,Air,3036,0.16,Normal,0.14,54,16,14,Normal,Low Risk,Long,Medium Distance
22663,S40,261,Train,1934,0.53,Normal,0.54,15,53,54,Normal,High Risk,Medium,Short Distance
22664,S39,882,Ship,3199,0.99,Peak,0.44,23,99,44,Critical,Medium Risk,Medium,Medium Distance
22665,S33,1000,Train,4198,0.15,Normal,0.26,20,15,26,Normal,Medium Risk,Medium,Medium Distance
22666,S2,1817,Train,3853,0.85,Monsoon,0.32,39,85,32,Critical,Medium Risk,Long,Long Distance
22667,S24,1312,Air,383,0.87,Normal,0.05,71,87,5,Critical,Low Risk,Very Long,Medium Distance
22668,S5,63,Air,4012,0.99,Monsoon,0.5,18,99,50,Critical,High Risk,Medium,Short Distance
22669,S46,490,Ship,4443,0.61,Monsoon,0.25,17,61,25,High,Medium Risk,Medium,Short Distance
22670,S50,913,Train,1350,0.19,Peak,0.42,22,19,42,Normal,Medium Risk,Medium,Medium Distance
22671,S33,796,Air,2632,0.64,Normal,0.45,49,64,45,High,High Risk,Long,Medium Distance
22672,S20,1770,Train,613,0.86,Normal,0.28,35,86,28,Critical,Medium Risk,Long,Long Distance
22673,S31,259,Ship,3195,0.25,Normal,0.43,10,25,43,Normal,Medium Risk,Short,Short Distance
22674,S39,322,Train,1810,0.25,Normal,0.47,14,25,47,Normal,High Risk,Short,Short Distance
22675,S17,294,Truck,3121,0.93,Peak,0.23,16,93,23,Critical,Low Risk,Medium,Short Distance
22676,S36,1415,Air,694,0.28,Peak,0.03,76,28,3,Normal,Low Risk,Very Long,Medium Distance
22677,S42,1817,Truck,437,0.34,Normal,0.46,44,34,46,Normal,High Risk,Long,Long Distance
22678,S3,925,Truck,275,0.7,Monsoon,0.41,31,70,41,High,Medium Risk,Long,Medium Distance
22679,S4,866,Truck,3998,0.41,Peak,0.41,27,41,41,Normal,Medium Risk,Medium,Medium Distance
22680,S6,371,Ship,4954,0.94,Peak,0.11,15,94,11,Critical,Low Risk,Medium,Short Distance
22681,S17,1939,Train,4085,0.13,Monsoon,0.47,40,13,47,Normal,High Risk,Long,Long Distance
22682,S36,739,Ship,4286,0.7,Normal,0.56,17,70,56,High,High Risk,Medium,Short Distance
22683,S12,1163,Ship,3375,0.7,Monsoon,0.08,21,70,8,High,Low Risk,Medium,Medium Distance
22684,S8,24,Air,2601,0.4,Peak,0.14,9,40,14,Normal,Low Risk,Short,Short Distance
22685,S11,982,Air,2806,0.55,Peak,0.55,60,55,55,Normal,High Risk,Very Long,Medium Distance
22686,S3,1812,Train,595,0.92,Normal,0.37,36,92,37,Critical,Medium Risk,Long,Long Distance
22687,S22,1681,Air,2092,0.4,Monsoon,0.42,95,40,42,Normal,Medium Risk,Very Long,Long Distance
22688,S21,1069,Truck,2424,0.25,Peak,0.06,26,25,6,Normal,Low Risk,Medium,Medium Distance
22689,S29,1748,Truck,3716,0.22,Peak,0.4,45,22,40,Normal,Medium Risk,Long,Long Distance
22690,S23,978,Ship,2195,0.33,Normal,0.58,20,33,58,Normal,High Risk,Medium,Medium Distance
22691,S29,684,Ship,1210,0.18,Normal,0.21,8,18,21,Normal,Low Risk,Short,Short Distance
22692,S41,1848,Air,1627,0.94,Normal,0.29,103,94,29,Critical,Medium Risk,Very Long,Long Distance
22693,S47,437,Air,546,0.46,Peak,0.54,33,46,54,Normal,High Risk,Long,Short Distance
22694,S1,170,Train,1074,0.57,Monsoon,0.09,13,57,9,Normal,Low Risk,Short,Short Distance
22695,S1,115,Ship,2989,0.77,Peak,0.24,12,77,24,High,Low Risk,Short,Short Distance
22696,S40,1646,Air,4265,0.67,Peak,0.12,91,67,12,High,Low Risk,Very Long,Long Distance
22697,S31,1072,Ship,4049,0.2,Normal,0.53,20,20,53,Normal,High Risk,Medium,Medium Distance
22698,S36,732,Train,4780,0.97,Monsoon,0.05,22,97,5,Critical,Low Risk,Medium,Short Distance
22699,S40,1513,Train,2469,0.7,Monsoon,0.57,36,70,57,High,High Risk,Long,Long Distance
22700,S43,362,Ship,4484,0.43,Monsoon,0.31,14,43,31,Normal,Medium Risk,Short,Short Distance
22701,S2,1027,Air,1138,0.93,Monsoon,0.35,64,93,35,Critical,Medium Risk,Very Long,Medium Distance
22702,S34,1298,Ship,1535,0.28,Peak,0.51,25,28,51,Normal,High Risk,Medium,Medium Distance
22703,S43,1815,Ship,1304,0.53,Normal,0.04,24,53,4,Normal,Low Risk,Medium,Long Distance
22704,S2,1462,Train,2975,0.69,Peak,0.54,35,69,54,High,High Risk,Long,Medium Distance
22705,S9,1719,Air,2081,0.71,Monsoon,0.05,96,71,5,High,Low Risk,Very Long,Long Distance
22706,S29,73,Train,4569,0.21,Monsoon,0.12,9,21,12,Normal,Low Risk,Short,Short Distance
22707,S31,740,Truck,385,0.13,Peak,0.3,22,13,30,Normal,Medium Risk,Medium,Short Distance
22708,S12,1860,Ship,790,0.86,Normal,0.41,30,86,41,Critical,Medium Risk,Long,Long Distance
22709,S48,855,Air,4090,0.71,Normal,0,50,71,0,High,Low Risk,Long,Medium Distance
22710,S37,1170,Truck,1244,0.92,Monsoon,0.37,38,92,37,Critical,Medium Risk,Long,Medium Distance
22711,S38,219,Train,100,0.98,Peak,0.01,12,98,1,Critical,Low Risk,Short,Short Distance
22712,S12,465,Truck,3679,0.72,Normal,0.3,18,72,30,High,Medium Risk,Medium,Short Distance
22713,S35,1435,Ship,1702,0.99,Normal,0.43,25,99,43,Critical,Medium Risk,Medium,Medium Distance
22714,S25,981,Train,728,0.6,Monsoon,0.36,24,60,36,High,Medium Risk,Medium,Medium Distance
22715,S9,1702,Ship,1057,0.18,Peak,0.54,28,18,54,Normal,High Risk,Medium,Long Distance
22716,S30,302,Truck,3302,0.75,Monsoon,0.56,21,75,56,High,High Risk,Medium,Short Distance
22717,S2,56,Air,1285,0.94,Normal,0.57,14,94,57,Critical,High Risk,Short,Short Distance
22718,S11,1710,Ship,3056,0.63,Peak,0.23,25,63,23,High,Low Risk,Medium,Long Distance
22719,S34,616,Air,4657,0.98,Normal,0.1,38,98,10,Critical,Low Risk,Long,Short Distance
22720,S29,1815,Train,2345,0.11,Monsoon,0.05,35,11,5,Normal,Low Risk,Long,Long Distance
22721,S9,963,Air,1426,0.87,Peak,0.17,59,87,17,Critical,Low Risk,Long,Medium Distance
22722,S22,779,Train,787,0.78,Normal,0.11,18,78,11,High,Low Risk,Medium,Medium Distance
22723,S47,1979,Train,534,0.6,Monsoon,0.03,38,60,3,High,Low Risk,Long,Long Distance
22724,S39,1673,Truck,3510,0.62,Normal,0.39,42,62,39,High,Medium Risk,Long,Long Distance
22725,S40,726,Air,1846,0.25,Normal,0.02,38,25,2,Normal,Low Risk,Long,Short Distance
22726,S7,502,Train,1999,0.39,Monsoon,0.26,17,39,26,Normal,Medium Risk,Medium,Short Distance
22727,S30,481,Ship,1989,0.62,Monsoon,0.42,17,62,42,High,Medium Risk,Medium,Short Distance
22728,S12,798,Truck,1528,0.4,Normal,0.43,23,40,43,Normal,Medium Risk,Medium,Medium Distance
22729,S19,747,Truck,3492,0.26,Normal,0.36,22,26,36,Normal,Medium Risk,Medium,Short Distance
22730,S43,1550,Truck,1964,0.31,Peak,0.16,37,31,16,Normal,Low Risk,Long,Long Distance
22731,S37,1076,Ship,1333,0.26,Monsoon,0.05,17,26,5,Normal,Low Risk,Medium,Medium Distance
22732,S4,704,Ship,1258,0.72,Normal,0.53,17,72,53,High,High Risk,Medium,Short Distance
22733,S24,127,Train,186,0.37,Peak,0.26,11,37,26,Normal,Medium Risk,Short,Short Distance
22734,S7,45,Truck,4304,0.37,Normal,0.06,3,37,6,Normal,Low Risk,Short,Short Distance
22735,S3,1610,Truck,2514,0.48,Normal,0.09,37,48,9,Normal,Low Risk,Long,Long Distance
22736,S17,656,Ship,937,0.21,Peak,0.26,13,21,26,Normal,Medium Risk,Short,Short Distance
22737,S46,1944,Ship,949,0.16,Monsoon,0.25,27,16,25,Normal,Medium Risk,Medium,Long Distance
22738,S19,523,Train,2185,0.95,Peak,0.03,16,95,3,Critical,Low Risk,Medium,Short Distance
22739,S45,1407,Train,476,0.5,Peak,0.32,31,50,32,Normal,Medium Risk,Long,Medium Distance
22740,S6,818,Truck,3320,0.21,Monsoon,0.41,27,21,41,Normal,Medium Risk,Medium,Medium Distance
22741,S6,1187,Train,3713,0.97,Peak,0.16,27,97,16,Critical,Low Risk,Medium,Medium Distance
22742,S48,1878,Ship,1148,0.12,Peak,0.41,27,12,41,Normal,Medium Risk,Medium,Long Distance
22743,S18,1641,Truck,528,0.32,Peak,0.02,39,32,2,Normal,Low Risk,Long,Long Distance
22744,S7,1458,Ship,4494,0.9,Peak,0.13,24,90,13,Critical,Low Risk,Medium,Medium Distance
22745,S48,1963,Air,717,0.13,Peak,0.14,107,13,14,Normal,Low Risk,Very Long,Long Distance
22746,S42,623,Air,2451,0.24,Normal,0.31,38,24,31,Normal,Medium Risk,Long,Short Distance
22747,S37,1074,Train,3975,0.71,Normal,0.35,24,71,35,High,Medium Risk,Medium,Medium Distance
22748,S19,1880,Train,1422,0.52,Monsoon,0.56,39,52,56,Normal,High Risk,Long,Long Distance
22749,S49,1596,Ship,1026,0.25,Peak,0.32,26,25,32,Normal,Medium Risk,Medium,Long Distance
22750,S17,1470,Train,1517,0.99,Peak,0.58,34,99,58,Critical,High Risk,Long,Medium Distance
22751,S21,995,Air,1553,0.85,Normal,0.59,62,85,59,Critical,High Risk,Very Long,Medium Distance
22752,S21,528,Train,2346,0.57,Monsoon,0.1,18,57,10,Normal,Low Risk,Medium,Short Distance
22753,S1,2000,Truck,3775,0.71,Monsoon,0.21,51,71,21,High,Low Risk,Long,Long Distance
22754,S18,736,Air,141,0.77,Monsoon,0.39,49,77,39,High,Medium Risk,Long,Short Distance
22755,S21,1598,Truck,4229,0.36,Peak,0.18,39,36,18,Normal,Low Risk,Long,Long Distance
22756,S32,1943,Train,2888,0.61,Peak,0.27,40,61,27,High,Medium Risk,Long,Long Distance
22757,S8,1397,Air,3714,0.48,Normal,0.39,79,48,39,Normal,Medium Risk,Very Long,Medium Distance
22758,S4,1925,Ship,4126,0.37,Peak,0.11,26,37,11,Normal,Low Risk,Medium,Long Distance
22759,S18,1877,Ship,2594,0.86,Monsoon,0.02,28,86,2,Critical,Low Risk,Medium,Long Distance
22760,S41,1389,Truck,1507,0.83,Peak,0.3,38,83,30,Critical,Medium Risk,Long,Medium Distance
22761,S11,1788,Truck,3739,0.86,Normal,0.19,45,86,19,Critical,Low Risk,Long,Long Distance
22762,S42,1265,Ship,4809,0.8,Monsoon,0.24,24,80,24,Critical,Low Risk,Medium,Medium Distance
22763,S1,770,Truck,2443,0.17,Normal,0.19,20,17,19,Normal,Low Risk,Medium,Medium Distance
22764,S18,1398,Train,2310,0.51,Peak,0.29,30,51,29,Normal,Medium Risk,Long,Medium Distance
22765,S42,1564,Ship,3582,0.17,Monsoon,0.34,26,17,34,Normal,Medium Risk,Medium,Long Distance
22766,S37,312,Truck,4549,0.61,Normal,0.18,14,61,18,High,Low Risk,Short,Short Distance
22767,S40,26,Truck,154,0.4,Monsoon,0.46,11,40,46,Normal,High Risk,Short,Short Distance
22768,S21,725,Truck,1224,0.66,Monsoon,0.29,27,66,29,High,Medium Risk,Medium,Short Distance
22769,S23,1609,Ship,4432,0.34,Normal,0.39,25,34,39,Normal,Medium Risk,Medium,Long Distance
22770,S3,1905,Truck,4115,0.16,Peak,0.28,45,16,28,Normal,Medium Risk,Long,Long Distance
22771,S50,691,Ship,3773,0.52,Normal,0.12,14,52,12,Normal,Low Risk,Short,Short Distance
22772,S28,811,Air,1920,0.67,Peak,0.09,50,67,9,High,Low Risk,Long,Medium Distance
22773,S28,1672,Ship,1688,0.48,Peak,0.33,25,48,33,Normal,Medium Risk,Medium,Long Distance
22774,S44,565,Train,678,0.12,Peak,0.09,14,12,9,Normal,Low Risk,Short,Short Distance
22775,S49,1973,Train,3619,0.72,Monsoon,0.27,42,72,27,High,Medium Risk,Long,Long Distance
22776,S11,1778,Truck,1532,0.73,Normal,0.3,44,73,30,High,Medium Risk,Long,Long Distance
22777,S1,1518,Train,4388,0.43,Monsoon,0.21,32,43,21,Normal,Low Risk,Long,Long Distance
22778,S2,1184,Air,4704,0.8,Monsoon,0.12,69,80,12,Critical,Low Risk,Very Long,Medium Distance
22779,S12,456,Truck,425,0.7,Normal,0.24,16,70,24,High,Low Risk,Medium,Short Distance
22780,S31,22,Train,3782,0.47,Monsoon,0.55,13,47,55,Normal,High Risk,Short,Short Distance
22781,S50,411,Truck,2141,0.77,Normal,0.43,20,77,43,High,Medium Risk,Medium,Short Distance
22782,S28,1271,Ship,2815,0.86,Normal,0.2,20,86,20,Critical,Low Risk,Medium,Medium Distance
22783,S45,234,Truck,3751,0.54,Monsoon,0.05,12,54,5,Normal,Low Risk,Short,Short Distance
22784,S9,104,Truck,1627,0.67,Normal,0.58,13,67,58,High,High Risk,Short,Short Distance
22785,S43,1622,Ship,2905,0.48,Monsoon,0.23,28,48,23,Normal,Low Risk,Medium,Long Distance
22786,S24,63,Truck,3015,0.89,Peak,0.21,12,89,21,Critical,Low Risk,Short,Short Distance
22787,S25,413,Truck,3791,0.98,Monsoon,0.51,24,98,51,Critical,High Risk,Medium,Short Distance
22788,S21,412,Ship,1694,0.66,Monsoon,0.02,14,66,2,High,Low Risk,Short,Short Distance
22789,S41,1018,Ship,4710,0.39,Monsoon,0.24,21,39,24,Normal,Low Risk,Medium,Medium Distance
22790,S47,843,Air,709,0.81,Peak,0.43,54,81,43,Critical,Medium Risk,Long,Medium Distance
22791,S26,1567,Air,3188,0.22,Normal,0.55,89,22,55,Normal,High Risk,Very Long,Long Distance
22792,S46,1971,Ship,384,0.68,Normal,0.29,27,68,29,High,Medium Risk,Medium,Long Distance
22793,S2,147,Air,1032,0.6,Monsoon,0.3,20,60,30,High,Medium Risk,Medium,Short Distance
22794,S29,1900,Truck,2017,0.87,Normal,0.32,48,87,32,Critical,Medium Risk,Long,Long Distance
22795,S5,1269,Air,2336,0.47,Monsoon,0.47,77,47,47,Normal,High Risk,Very Long,Medium Distance
22796,S45,1017,Truck,3313,0.5,Normal,0.15,26,50,15,Normal,Low Risk,Medium,Medium Distance
22797,S29,24,Truck,851,0.22,Peak,0,6,22,0,Normal,Low Risk,Short,Short Distance
22798,S2,609,Train,3302,0.63,Monsoon,0.23,19,63,23,High,Low Risk,Medium,Short Distance
22799,S32,1741,Air,4948,0.53,Monsoon,0.52,97,53,52,Normal,High Risk,Very Long,Long Distance
22800,S10,823,Ship,3314,0.83,Normal,0.29,16,83,29,Critical,Medium Risk,Medium,Medium Distance
22801,S45,206,Train,4871,0.88,Normal,0.26,12,88,26,Critical,Medium Risk,Short,Short Distance
22802,S13,1805,Truck,835,0.2,Peak,0.06,41,20,6,Normal,Low Risk,Long,Long Distance
22803,S20,1860,Ship,2530,0.25,Peak,0.04,24,25,4,Normal,Low Risk,Medium,Long Distance
22804,S31,1811,Truck,2919,0.79,Peak,0.34,48,79,34,High,Medium Risk,Long,Long Distance
22805,S1,637,Truck,3762,0.84,Monsoon,0.33,24,84,33,Critical,Medium Risk,Medium,Short Distance
22806,S31,1156,Ship,3400,0.98,Monsoon,0.09,21,98,9,Critical,Low Risk,Medium,Medium Distance
22807,S17,1952,Air,3119,0.38,Normal,0.24,104,38,24,Normal,Low Risk,Very Long,Long Distance
22808,S2,802,Air,2956,0.35,Monsoon,0.29,49,35,29,Normal,Medium Risk,Long,Medium Distance
22809,S35,829,Air,2293,0.83,Monsoon,0.37,55,83,37,Critical,Medium Risk,Long,Medium Distance
22810,S27,850,Air,2041,0.94,Normal,0.32,52,94,32,Critical,Medium Risk,Long,Medium Distance
22811,S50,609,Ship,4063,0.45,Peak,0.4,15,45,40,Normal,Medium Risk,Medium,Short Distance
22812,S10,1922,Truck,4819,0.94,Monsoon,0.39,52,94,39,Critical,Medium Risk,Long,Long Distance
22813,S50,1048,Air,2389,0.51,Peak,0.01,59,51,1,Normal,Low Risk,Long,Medium Distance
22814,S41,316,Train,3290,0.51,Normal,0.44,15,51,44,Normal,Medium Risk,Medium,Short Distance
22815,S27,1052,Air,2257,0.5,Normal,0.39,59,50,39,Normal,Medium Risk,Long,Medium Distance
22816,S19,1535,Air,2021,0.25,Monsoon,0.17,84,25,17,Normal,Low Risk,Very Long,Long Distance
22817,S10,1297,Truck,842,0.42,Monsoon,0.35,35,42,35,Normal,Medium Risk,Long,Medium Distance
22818,S6,766,Train,3295,0.66,Peak,0.47,24,66,47,High,High Risk,Medium,Medium Distance
22819,S26,28,Air,4133,0.63,Monsoon,0.1,12,63,10,High,Low Risk,Short,Short Distance
22820,S1,1444,Truck,2842,0.42,Monsoon,0.43,41,42,43,Normal,Medium Risk,Long,Medium Distance
22821,S37,1851,Air,4257,0.18,Normal,0.59,102,18,59,Normal,High Risk,Very Long,Long Distance
22822,S21,1299,Truck,1411,0.36,Peak,0.32,35,36,32,Normal,Medium Risk,Long,Medium Distance
22823,S1,761,Train,2947,0.14,Normal,0.39,18,14,39,Normal,Medium Risk,Medium,Medium Distance
22824,S6,117,Air,4590,0.28,Normal,0.28,12,28,28,Normal,Medium Risk,Short,Short Distance
22825,S12,540,Ship,1192,0.37,Peak,0.35,14,37,35,Normal,Medium Risk,Short,Short Distance
22826,S5,358,Train,2451,0.24,Monsoon,0.26,15,24,26,Normal,Medium Risk,Medium,Short Distance
22827,S9,1871,Ship,2138,0.7,Monsoon,0.56,31,70,56,High,High Risk,Long,Long Distance
22828,S37,1298,Truck,664,0.41,Normal,0.13,32,41,13,Normal,Low Risk,Long,Medium Distance
22829,S22,469,Ship,4553,0.46,Monsoon,0.07,13,46,7,Normal,Low Risk,Short,Short Distance
22830,S42,687,Truck,2296,0.74,Monsoon,0.14,22,74,14,High,Low Risk,Medium,Short Distance
22831,S48,1929,Train,1174,0.88,Monsoon,0.02,39,88,2,Critical,Low Risk,Long,Long Distance
22832,S14,1917,Train,3258,0.57,Peak,0.48,42,57,48,Normal,High Risk,Long,Long Distance
22833,S3,1322,Truck,4802,0.46,Monsoon,0.16,35,46,16,Normal,Low Risk,Long,Medium Distance
22834,S11,244,Train,4602,0.23,Peak,0.04,10,23,4,Normal,Low Risk,Short,Short Distance
22835,S12,372,Ship,1848,0.83,Monsoon,0.37,15,83,37,Critical,Medium Risk,Medium,Short Distance
22836,S5,171,Air,4593,0.77,Normal,0.42,19,77,42,High,Medium Risk,Medium,Short Distance
22837,S15,833,Ship,695,0.82,Peak,0.27,21,82,27,Critical,Medium Risk,Medium,Medium Distance
22838,S48,1341,Train,4586,0.64,Monsoon,0.21,30,64,21,High,Low Risk,Long,Medium Distance
22839,S14,1971,Air,1114,0.69,Monsoon,0.37,108,69,37,High,Medium Risk,Very Long,Long Distance
22840,S48,1500,Air,654,0.79,Peak,0.56,89,79,56,High,High Risk,Very Long,Long Distance
22841,S49,1024,Train,1290,0.56,Peak,0.11,23,56,11,Normal,Low Risk,Medium,Medium Distance
22842,S36,557,Air,4962,0.58,Normal,0.28,37,58,28,Normal,Medium Risk,Long,Short Distance
22843,S2,28,Truck,1082,0.58,Normal,0.33,9,58,33,Normal,Medium Risk,Short,Short Distance
22844,S15,1712,Truck,3556,0.27,Normal,0.5,43,27,50,Normal,High Risk,Long,Long Distance
22845,S7,1328,Ship,759,0.26,Normal,0.26,19,26,26,Normal,Medium Risk,Medium,Medium Distance
22846,S8,1803,Air,3251,0.51,Normal,0.1,96,51,10,Normal,Low Risk,Very Long,Long Distance
22847,S42,1742,Air,3074,0.62,Peak,0.59,101,62,59,High,High Risk,Very Long,Long Distance
22848,S34,166,Air,551,0.29,Normal,0.43,15,29,43,Normal,Medium Risk,Medium,Short Distance
22849,S11,1337,Air,3747,0.22,Monsoon,0.56,80,22,56,Normal,High Risk,Very Long,Medium Distance
22850,S43,1343,Air,708,0.69,Monsoon,0.55,81,69,55,High,High Risk,Very Long,Medium Distance
22851,S5,1289,Air,1245,0.41,Peak,0.58,76,41,58,Normal,High Risk,Very Long,Medium Distance
22852,S13,966,Truck,2128,0.95,Normal,0.25,28,95,25,Critical,Medium Risk,Medium,Medium Distance
22853,S45,164,Truck,2222,0.54,Monsoon,0.42,16,54,42,Normal,Medium Risk,Medium,Short Distance
22854,S19,205,Ship,2905,0.86,Monsoon,0.04,10,86,4,Critical,Low Risk,Short,Short Distance
22855,S15,333,Truck,2590,0.56,Peak,0.29,15,56,29,Normal,Medium Risk,Medium,Short Distance
22856,S34,593,Truck,880,0.17,Normal,0.09,16,17,9,Normal,Low Risk,Medium,Short Distance
22857,S16,251,Air,1825,0.13,Normal,0.33,19,13,33,Normal,Medium Risk,Medium,Short Distance
22858,S39,819,Train,523,0.86,Normal,0.28,22,86,28,Critical,Medium Risk,Medium,Medium Distance
22859,S18,1141,Ship,3574,0.75,Monsoon,0.08,20,75,8,High,Low Risk,Medium,Medium Distance
22860,S48,104,Ship,1126,0.48,Peak,0.27,10,48,27,Normal,Medium Risk,Short,Short Distance
22861,S12,484,Train,458,0.72,Peak,0.53,22,72,53,High,High Risk,Medium,Short Distance
22862,S38,1916,Ship,2209,0.85,Monsoon,0.6,35,85,60,Critical,High Risk,Long,Long Distance
22863,S33,350,Ship,1006,0.3,Normal,0.39,9,30,39,Normal,Medium Risk,Short,Short Distance
22864,S49,1670,Ship,1266,0.14,Peak,0.46,28,14,46,Normal,High Risk,Medium,Long Distance
22865,S38,1302,Air,4933,0.65,Peak,0.32,75,65,32,High,Medium Risk,Very Long,Medium Distance
22866,S15,1599,Air,4141,0.39,Peak,0.06,86,39,6,Normal,Low Risk,Very Long,Long Distance
22867,S40,1918,Truck,1065,0.39,Monsoon,0.37,50,39,37,Normal,Medium Risk,Long,Long Distance
22868,S42,1811,Truck,1626,0.94,Normal,0.17,46,94,17,Critical,Low Risk,Long,Long Distance
22869,S24,1940,Train,3554,0.99,Normal,0.52,41,99,52,Critical,High Risk,Long,Long Distance
22870,S29,788,Truck,2679,0.39,Normal,0.28,22,39,28,Normal,Medium Risk,Medium,Medium Distance
22871,S33,14,Truck,1665,0.29,Normal,0.59,10,29,59,Normal,High Risk,Short,Short Distance
22872,S10,1987,Truck,4078,0.52,Monsoon,0.16,50,52,16,Normal,Low Risk,Long,Long Distance
22873,S28,880,Train,271,0.99,Peak,0.33,26,99,33,Critical,Medium Risk,Medium,Medium Distance
22874,S38,1350,Truck,2160,0.6,Monsoon,0.36,40,60,36,High,Medium Risk,Long,Medium Distance
22875,S43,644,Air,1167,0.37,Monsoon,0.15,41,37,15,Normal,Low Risk,Long,Short Distance
22876,S30,1603,Air,4512,0.19,Monsoon,0.11,85,19,11,Normal,Low Risk,Very Long,Long Distance
22877,S41,52,Train,4092,0.71,Monsoon,0.23,10,71,23,High,Low Risk,Short,Short Distance
22878,S50,538,Train,2682,0.92,Monsoon,0.23,19,92,23,Critical,Low Risk,Medium,Short Distance
