order_id,supplier_id,distance_km,transport_mode,order_quantity,warehouse_load,season,delay_history,lead_time_days
19115,S36,789,Air,3500,0.83,Normal,0.2,47
19116,S32,182,Truck,4243,0.81,Monsoon,0.24,13
19117,S43,1357,Ship,1496,0.34,Monsoon,0.51,26
19118,S42,1796,Truck,2057,0.45,Monsoon,0.51,47
19119,S20,1817,Air,383,0.17,Peak,0.5,101
19120,S47,35,Truck,2671,0.33,Monsoon,0.1,8
19121,S17,725,Ship,451,0.86,Peak,0.15,17
19122,S9,891,Train,2512,0.45,Monsoon,0.18,24
19123,S48,398,Truck,3539,0.51,Monsoon,0.45,21
19124,S36,1900,Truck,3520,0.29,Peak,0.38,47
19125,S2,1284,Truck,2351,0.72,Normal,0.49,37
19126,S20,693,Air,2944,0.5,Peak,0.15,42
19127,S27,17,Ship,4005,0.98,Peak,0.06,9
19128,S42,274,Truck,1030,0.4,Normal,0.28,13
19129,S4,1075,Truck,1360,0.33,Monsoon,0.56,32
19130,S29,1531,Air,1267,0.71,Peak,0.12,86
19131,S42,1124,Air,524,0.65,Peak,0.58,68
19132,S25,1391,Ship,4872,1.0,Monsoon,0.19,26
19133,S44,1446,Ship,544,0.53,Monsoon,0.1,23
19134,S17,399,Train,2216,0.93,Monsoon,0.46,21
19135,S19,719,Truck,2385,0.18,Peak,0.01,20
19136,S32,131,Train,4437,0.6,Normal,0.17,9
19137,S43,1330,Train,4312,0.19,Peak,0.49,31
19138,S44,1261,Truck,1121,0.57,Normal,0.56,37
19139,S10,13,Ship,3648,0.52,Normal,0.48,10
19140,S34,929,Air,2510,0.77,Monsoon,0.43,60
19141,S18,263,Truck,2149,0.28,Peak,0.26,14
19142,S18,407,Ship,4260,0.51,Monsoon,0.24,17
19143,S28,1931,Air,1009,0.85,Peak,0.45,109
19144,S45,370,Air,2741,0.82,Monsoon,0.53,33
19145,S48,1637,Ship,4414,0.61,Peak,0.06,24
19146,S5,143,Ship,4354,0.23,Normal,0.31,8
19147,S21,160,Ship,745,0.7,Normal,0.44,11
19148,S41,1580,Truck,3330,0.88,Normal,0.59,42
19149,S29,1589,Air,3966,0.65,Peak,0.02,88
19150,S21,242,Train,3264,0.48,Normal,0.59,14
19151,S26,79,Train,2962,0.36,Monsoon,0.39,12
19152,S44,737,Train,1790,0.9,Normal,0.05,17
19153,S16,330,Train,1123,0.85,Peak,0.06,13
19154,S9,1308,Truck,4699,0.9,Monsoon,0.4,40
19155,S48,342,Air,508,0.73,Monsoon,0.55,31
19156,S4,1730,Air,2310,0.29,Normal,0.25,93
19157,S17,117,Train,1053,0.53,Monsoon,0.29,12
19158,S11,1143,Truck,3505,0.4,Normal,0.36,30
19159,S25,1060,Truck,4363,0.63,Peak,0.24,32
19160,S29,1389,Train,4590,0.26,Monsoon,0.25,30
19161,S39,1615,Ship,3506,0.71,Peak,0.53,29
19162,S14,886,Train,3567,0.95,Monsoon,0.44,27
19163,S30,372,Ship,4024,0.42,Peak,0.56,16
19164,S19,253,Truck,465,0.37,Normal,0.4,14
19165,S23,735,Ship,687,0.37,Normal,0.56,17
19166,S15,1072,Air,2051,0.52,Monsoon,0.02,62
19167,S39,882,Air,539,0.67,Monsoon,0.41,56
19168,S19,131,Air,1888,0.4,Peak,0.29,15
19169,S50,1942,Train,213,0.79,Monsoon,0.19,40
19170,S45,419,Train,1463,0.57,Peak,0.34,16
19171,S1,1477,Truck,122,0.13,Monsoon,0.07,36
19172,S20,228,Ship,103,0.94,Monsoon,0.22,13
19173,S41,1086,Air,3197,0.97,Monsoon,0.45,67
19174,S23,1182,Truck,915,0.45,Normal,0.28,29
19175,S49,1315,Ship,1235,0.77,Peak,0.5,27
19176,S25,1172,Train,641,0.79,Peak,0.58,32
19177,S46,1054,Ship,4259,0.45,Peak,0.52,22
19178,S9,1271,Air,4487,0.33,Normal,0.5,74
19179,S40,1050,Truck,2515,0.14,Normal,0.45,29
19180,S7,1126,Truck,2886,0.26,Monsoon,0.34,33
19181,S49,1475,Air,4763,0.78,Peak,0.13,83
19182,S50,159,Train,3106,0.32,Monsoon,0.45,12
19183,S45,1574,Truck,2165,0.82,Monsoon,0.42,46
19184,S38,1400,Ship,1207,0.27,Peak,0.08,20
19185,S30,347,Ship,4499,0.57,Normal,0.25,12
19186,S41,944,Ship,1557,0.21,Normal,0.55,19
19187,S8,1953,Truck,1236,0.64,Normal,0.07,46
19188,S10,585,Truck,1417,0.64,Monsoon,0.38,25
19189,S26,1480,Air,1036,0.2,Peak,0.55,83
19190,S3,782,Truck,4707,0.28,Monsoon,0.05,23
19191,S7,1090,Ship,2495,0.28,Normal,0.44,18
19192,S20,1166,Train,2366,0.17,Normal,0.44,25
19193,S27,1629,Truck,3853,0.37,Monsoon,0.59,45
19194,S33,1953,Ship,364,0.55,Peak,0.06,26
19195,S32,1147,Truck,1657,0.23,Normal,0.27,27
19196,S15,64,Train,3783,0.41,Monsoon,0.06,9
19197,S25,1994,Train,4338,0.63,Peak,0.29,38
19198,S18,17,Air,3074,0.22,Monsoon,0.33,11
19199,S23,121,Truck,4490,0.11,Monsoon,0.57,15
19200,S28,1227,Truck,2059,0.32,Monsoon,0.02,32
19201,S39,1923,Truck,534,0.12,Monsoon,0.08,44
19202,S26,617,Ship,3571,0.89,Peak,0.55,21
19203,S36,1245,Ship,886,0.71,Normal,0.19,19
19204,S49,1498,Air,4075,0.14,Peak,0.24,82
19205,S1,411,Truck,438,0.71,Monsoon,0.33,20
19206,S29,1699,Air,769,0.89,Normal,0.3,95
19207,S28,1495,Ship,2718,0.31,Monsoon,0.54,28
19208,S3,1908,Truck,4749,0.72,Monsoon,0.19,49
19209,S42,1991,Train,2720,0.87,Monsoon,0.47,45
19210,S26,896,Train,3788,1.0,Normal,0.17,22
19211,S49,848,Train,3358,0.3,Monsoon,0.46,25
19212,S32,1691,Truck,4908,0.84,Peak,0.29,44
19213,S43,146,Ship,2166,0.75,Peak,0.52,12
19214,S11,443,Ship,3584,0.87,Normal,0.11,12
19215,S23,991,Train,1149,0.93,Peak,0.24,26
19216,S10,637,Air,273,0.77,Monsoon,0.29,44
19217,S34,1257,Truck,4114,0.99,Normal,0.32,37
19218,S23,1461,Ship,470,0.14,Normal,0.52,21
19219,S27,1628,Truck,110,0.25,Monsoon,0.31,42
19220,S41,1841,Train,1303,0.62,Monsoon,0.14,36
19221,S48,912,Truck,307,0.65,Peak,0.25,28
19222,S2,1406,Truck,1669,0.75,Monsoon,0.26,40
19223,S14,333,Train,4586,0.21,Monsoon,0.33,16
19224,S48,29,Train,3020,0.68,Monsoon,0.12,9
19225,S9,97,Air,4615,0.43,Peak,0.25,14
19226,S6,1616,Train,4577,0.17,Peak,0.08,30
19227,S35,69,Train,3949,0.46,Peak,0.23,9
19228,S33,1291,Truck,3573,0.84,Normal,0.07,33
19229,S6,700,Air,3144,0.36,Normal,0.12,42
19230,S29,635,Train,4707,0.15,Peak,0.15,16
19231,S13,1459,Ship,355,0.18,Peak,0.38,23
19232,S15,50,Truck,883,0.16,Normal,0.43,9
19233,S39,264,Air,2554,0.19,Peak,0.57,24
19234,S43,235,Train,1903,0.71,Peak,0.16,13
19235,S19,1114,Truck,545,0.33,Normal,0.6,33
19236,S17,1095,Train,573,0.56,Normal,0.52,27
19237,S47,1763,Air,948,0.33,Monsoon,0.46,101
19238,S41,1078,Train,4989,0.56,Peak,0.55,29
19239,S32,1235,Ship,2368,0.75,Peak,0.21,23
19240,S27,500,Air,2215,0.9,Monsoon,0.57,41
19241,S11,1550,Air,3968,0.38,Monsoon,0.44,88
19242,S8,1189,Air,1607,0.48,Monsoon,0.44,71
19243,S24,1243,Train,4536,0.29,Monsoon,0.29,28
19244,S13,1602,Train,4762,0.33,Peak,0.05,30
19245,S27,341,Ship,3546,0.98,Peak,0.35,17
19246,S50,1231,Train,3101,0.96,Monsoon,0.38,32
19247,S32,877,Train,2335,0.88,Normal,0.05,20
19248,S5,152,Truck,1506,0.19,Normal,0.29,9
19249,S7,1697,Train,214,0.93,Monsoon,0.56,40
19250,S39,951,Train,3499,0.71,Normal,0.02,21
19251,S30,1610,Air,1696,0.8,Peak,0.47,94
19252,S2,1146,Ship,3135,0.34,Normal,0.04,15
19253,S14,395,Air,3649,0.65,Monsoon,0.42,33
19254,S36,1177,Train,2033,0.39,Monsoon,0.14,24
19255,S15,1266,Ship,932,0.99,Monsoon,0.2,25
19256,S44,341,Train,1070,1.0,Monsoon,0.34,17
19257,S20,279,Truck,2691,0.6,Peak,0.26,16
19258,S36,299,Ship,1583,0.37,Normal,0.17,9
19259,S48,984,Train,1625,0.52,Monsoon,0.1,24
19260,S22,1513,Air,1704,0.54,Peak,0.35,86
19261,S19,115,Train,93,0.73,Monsoon,0.48,16
19262,S45,97,Truck,2100,0.18,Monsoon,0.06,9
19263,S37,696,Truck,3142,0.23,Normal,0.1,18
19264,S37,516,Ship,2249,0.16,Normal,0.23,11
19265,S29,1384,Truck,2356,0.45,Peak,0.39,37
19266,S38,1934,Air,3933,0.93,Monsoon,0.37,110
19267,S2,494,Air,541,0.58,Normal,0.25,33
19268,S31,519,Air,1707,0.59,Normal,0.15,32
19269,S19,1069,Truck,117,0.89,Monsoon,0.52,35
19270,S47,1699,Air,415,0.31,Peak,0.33,95
19271,S37,1629,Truck,2367,0.49,Monsoon,0.38,44
19272,S1,288,Train,4826,0.11,Monsoon,0.16,12
19273,S10,1791,Air,1836,0.51,Normal,0.16,95
19274,S41,490,Truck,3742,0.15,Monsoon,0.52,21
19275,S38,175,Ship,3236,0.66,Monsoon,0.21,12
19276,S5,869,Truck,4238,0.64,Monsoon,0.22,28
19277,S36,521,Ship,576,0.48,Peak,0.43,16
19278,S9,428,Air,625,0.35,Monsoon,0.58,34
19279,S27,1294,Air,4590,0.78,Monsoon,0.13,76
19280,S41,537,Train,4811,0.77,Normal,0.1,12
19281,S36,1408,Truck,4774,0.81,Normal,0.39,39
19282,S37,1717,Truck,618,0.5,Peak,0.51,47
19283,S22,1182,Air,1378,0.51,Normal,0.51,69
19284,S1,646,Air,1938,0.6,Normal,0.07,39
19285,S34,1942,Train,4509,0.69,Monsoon,0.39,43
19286,S20,1330,Ship,3374,0.99,Peak,0.45,28
19287,S3,710,Air,4117,0.69,Peak,0.46,48
19288,S3,1347,Air,1290,0.96,Peak,0.33,79
19289,S34,740,Air,506,0.28,Normal,0.11,42
19290,S23,1415,Air,1750,0.63,Peak,0.55,84
19291,S46,395,Truck,2407,0.98,Peak,0.08,17
19292,S42,1033,Air,3543,0.66,Monsoon,0.51,65
19293,S26,1792,Air,3521,0.9,Normal,0.0,96
19294,S34,276,Train,316,0.51,Monsoon,0.04,12
19295,S10,1384,Truck,1223,0.95,Peak,0.03,36
19296,S47,1440,Air,1485,0.55,Normal,0.01,76
19297,S5,526,Air,1376,0.79,Peak,0.14,36
19298,S22,1004,Truck,511,0.17,Normal,0.19,24
19299,S35,905,Ship,3701,0.63,Normal,0.55,21
19300,S12,330,Train,1851,0.75,Monsoon,0.12,14
19301,S8,1373,Air,4526,0.79,Normal,0.4,78
19302,S31,29,Truck,1033,0.48,Normal,0.17,6
19303,S19,1808,Air,4147,0.9,Normal,0.19,100
19304,S13,1776,Air,1977,0.34,Monsoon,0.07,95
19305,S34,1929,Truck,3565,0.6,Peak,0.53,51
19306,S6,1596,Train,3266,0.59,Peak,0.35,34
19307,S32,1340,Truck,3055,0.8,Peak,0.14,36
19308,S41,1526,Air,272,0.79,Peak,0.25,86
19309,S17,527,Truck,2967,0.25,Normal,0.45,18
19310,S24,404,Truck,1816,0.69,Peak,0.52,23
19311,S14,990,Train,1339,0.12,Normal,0.42,22
19312,S2,1999,Truck,3394,0.11,Peak,0.48,49
19313,S47,1776,Ship,1739,0.34,Monsoon,0.18,25
19314,S22,878,Air,122,0.88,Monsoon,0.21,55
19315,S44,1712,Ship,4472,0.29,Normal,0.35,24
19316,S3,699,Ship,2710,0.99,Peak,0.54,21
19317,S3,1926,Truck,4979,0.95,Normal,0.49,50
19318,S21,1294,Train,1372,0.53,Monsoon,0.08,26
19319,S10,114,Air,166,0.41,Peak,0.23,14
19320,S21,36,Train,4717,0.33,Peak,0.29,7
19321,S6,133,Air,696,0.52,Peak,0.17,14
19322,S41,695,Ship,273,0.27,Monsoon,0.55,19
19323,S23,1277,Train,4423,0.7,Peak,0.38,33
19324,S24,1827,Air,3072,0.19,Peak,0.13,98
19325,S6,1791,Ship,552,0.56,Peak,0.57,32
19326,S24,660,Ship,4826,0.98,Normal,0.02,12
19327,S24,996,Air,4373,0.73,Peak,0.32,61
19328,S36,999,Train,2178,0.78,Normal,0.31,22
19329,S40,1367,Train,52,0.29,Peak,0.41,30
19330,S2,613,Train,1619,0.72,Normal,0.47,20
19331,S13,1469,Truck,1356,0.33,Peak,0.59,41
19332,S16,446,Truck,4637,0.62,Normal,0.26,15
19333,S36,1316,Truck,1453,0.37,Peak,0.33,35
19334,S14,1021,Ship,55,0.89,Monsoon,0.53,26
19335,S48,566,Train,4228,0.16,Normal,0.11,12
19336,S8,126,Ship,1619,0.81,Normal,0.03,7
19337,S13,481,Air,957,0.49,Normal,0.46,34
19338,S39,1090,Truck,3788,0.98,Monsoon,0.15,32
19339,S34,418,Truck,2806,0.44,Monsoon,0.5,20
19340,S36,152,Truck,4748,0.79,Peak,0.35,15
19341,S47,1720,Train,3371,0.59,Peak,0.49,39
19342,S24,1570,Air,967,0.11,Monsoon,0.42,87
19343,S27,176,Train,165,0.92,Monsoon,0.1,12
19344,S23,93,Air,4172,0.66,Peak,0.29,13
19345,S35,1602,Air,1632,0.23,Normal,0.42,88
19346,S16,1287,Train,3654,0.62,Monsoon,0.27,31
19347,S2,896,Train,3220,0.96,Monsoon,0.16,25
19348,S20,940,Train,2492,0.59,Normal,0.25,21
19349,S50,1033,Air,1771,0.21,Normal,0.6,61
19350,S28,1566,Train,4235,0.88,Peak,0.12,32
19351,S22,249,Ship,4750,0.79,Peak,0.17,11
19352,S15,641,Train,973,0.45,Normal,0.2,17
19353,S22,1736,Ship,4299,0.87,Monsoon,0.19,30
19354,S13,736,Ship,2956,0.16,Peak,0.27,15
19355,S21,404,Air,440,0.15,Peak,0.57,29
19356,S49,424,Air,1034,0.65,Peak,0.49,34
19357,S23,477,Train,4055,0.41,Normal,0.07,13
19358,S8,1057,Truck,4562,0.65,Peak,0.47,34
19359,S31,213,Train,2444,0.51,Normal,0.2,12
19360,S37,38,Train,2609,0.45,Peak,0.21,10
19361,S37,1456,Ship,4307,0.23,Peak,0.05,21
19362,S3,791,Truck,4201,0.99,Peak,0.1,24
19363,S17,1942,Train,1003,0.79,Peak,0.36,40
19364,S41,257,Truck,2027,0.71,Monsoon,0.12,14
19365,S25,24,Ship,1323,0.9,Monsoon,0.1,11
19366,S14,17,Truck,4728,0.91,Peak,0.54,12
19367,S49,1640,Air,2209,0.38,Normal,0.28,86
19368,S42,1346,Train,489,0.23,Peak,0.35,30
19369,S13,265,Ship,3228,0.24,Normal,0.39,10
19370,S11,1468,Ship,4859,0.52,Monsoon,0.29,25
19371,S30,948,Truck,3862,0.18,Normal,0.54,28
19372,S17,219,Truck,4306,0.54,Peak,0.18,15
19373,S41,54,Truck,2610,0.8,Peak,0.28,11
19374,S42,439,Ship,4211,0.59,Peak,0.05,15
19375,S21,665,Truck,2433,0.24,Normal,0.24,20
19376,S34,1693,Ship,986,0.4,Normal,0.59,27
19377,S7,1725,Truck,4880,0.85,Peak,0.1,42
19378,S23,1292,Truck,3949,0.17,Monsoon,0.39,36
19379,S39,934,Train,3114,0.11,Monsoon,0.57,24
19380,S33,1146,Air,3885,0.82,Normal,0.22,65
19381,S35,275,Ship,1461,0.67,Normal,0.13,10
19382,S43,1900,Truck,3205,0.14,Monsoon,0.18,46
19383,S16,1103,Ship,1694,0.42,Peak,0.2,19
19384,S22,1317,Air,4324,0.41,Monsoon,0.53,78
19385,S14,739,Truck,499,0.27,Peak,0.44,24
19386,S44,1104,Ship,3241,0.64,Monsoon,0.22,22
19387,S11,765,Air,3535,0.28,Monsoon,0.51,51
19388,S50,909,Truck,4533,0.43,Normal,0.41,26
19389,S27,214,Air,2138,0.82,Monsoon,0.57,25
19390,S25,769,Air,2429,0.57,Monsoon,0.3,49
19391,S26,108,Ship,250,0.67,Normal,0.24,9
19392,S13,1847,Ship,1224,0.64,Normal,0.57,28
19393,S28,371,Ship,3123,0.7,Peak,0.34,13
19394,S7,661,Air,1402,0.97,Normal,0.53,44
19395,S44,554,Truck,2699,0.5,Normal,0.53,19
19396,S34,738,Ship,2458,0.94,Normal,0.35,18
19397,S28,176,Air,2787,0.52,Peak,0.41,18
19398,S37,1981,Truck,1974,0.43,Monsoon,0.07,46
19399,S2,1781,Train,4226,0.88,Normal,0.11,36
19400,S4,1771,Truck,2621,0.23,Normal,0.28,42
19401,S15,1282,Ship,1425,0.67,Monsoon,0.39,27
19402,S50,367,Truck,530,0.17,Monsoon,0.54,19
19403,S40,1193,Air,851,0.98,Monsoon,0.56,76
19404,S45,1682,Air,1691,0.61,Normal,0.08,89
19405,S15,223,Air,3131,0.61,Normal,0.49,22
19406,S4,1111,Train,1476,0.32,Peak,0.27,25
19407,S50,1286,Train,1780,0.94,Peak,0.18,29
19408,S17,790,Air,4611,0.55,Peak,0.27,51
19409,S33,408,Ship,1927,0.19,Peak,0.28,10
19410,S28,1261,Air,4760,0.48,Normal,0.43,71
19411,S21,1085,Train,4072,0.5,Peak,0.04,23
19412,S39,1646,Truck,960,0.49,Peak,0.32,42
19413,S43,961,Truck,3286,0.52,Peak,0.29,29
19414,S4,339,Truck,4151,0.2,Peak,0.58,17
19415,S7,818,Train,2898,0.86,Monsoon,0.15,23
19416,S13,203,Truck,2593,0.94,Peak,0.35,16
19417,S46,1059,Ship,2660,0.13,Normal,0.54,19
19418,S46,1890,Truck,2952,0.17,Normal,0.55,47
19419,S22,1820,Ship,1309,0.66,Monsoon,0.58,32
19420,S18,1146,Train,2919,0.95,Normal,0.54,29
19421,S24,1524,Train,2166,0.44,Normal,0.09,26
19422,S43,870,Ship,3793,0.26,Peak,0.08,15
19423,S29,1975,Ship,4655,0.3,Normal,0.03,22
19424,S47,1260,Train,1746,0.12,Monsoon,0.05,27
19425,S6,1501,Truck,3997,0.25,Peak,0.2,38
19426,S13,788,Truck,4944,0.5,Normal,0.23,24
19427,S14,1549,Truck,372,0.63,Monsoon,0.22,41
19428,S31,1924,Truck,4819,0.84,Normal,0.01,44
19429,S19,382,Train,1373,0.43,Peak,0.36,14
19430,S24,1312,Air,3448,0.7,Normal,0.17,73
19431,S35,311,Air,4057,0.68,Peak,0.15,23
19432,S19,1212,Air,2832,0.25,Monsoon,0.31,71
19433,S1,1719,Air,2360,0.69,Normal,0.38,95
19434,S5,1726,Train,670,0.84,Peak,0.44,37
19435,S45,1120,Air,3039,0.69,Normal,0.25,63
19436,S22,1242,Train,3170,0.34,Monsoon,0.1,26
19437,S25,553,Ship,4882,0.81,Peak,0.08,13
19438,S11,1918,Truck,2900,0.25,Peak,0.42,49
19439,S13,879,Ship,3831,0.44,Normal,0.12,13
19440,S29,1396,Truck,2561,0.94,Peak,0.3,41
19441,S5,1737,Air,1619,0.96,Peak,0.47,99
19442,S18,1894,Truck,3440,0.95,Peak,0.01,46
19443,S26,1748,Truck,612,0.92,Peak,0.59,49
19444,S31,635,Train,791,0.67,Peak,0.44,22
19445,S21,1987,Ship,1100,0.23,Normal,0.49,27
19446,S50,1026,Air,1209,0.94,Peak,0.37,65
19447,S38,1248,Truck,1710,0.66,Normal,0.0,30
19448,S29,481,Truck,3347,0.42,Peak,0.09,19
19449,S3,314,Air,3798,0.32,Peak,0.46,25
19450,S15,638,Truck,4157,0.57,Normal,0.13,18
19451,S33,1079,Train,3609,0.21,Peak,0.19,23
19452,S15,401,Ship,3484,0.59,Monsoon,0.15,13
19453,S27,468,Train,426,0.57,Peak,0.57,20
19454,S22,1553,Train,4999,0.7,Peak,0.36,34
19455,S11,308,Train,2137,0.81,Monsoon,0.54,20
19456,S17,1587,Truck,4303,0.63,Normal,0.02,37
19457,S15,1932,Train,3779,0.61,Peak,0.3,38
19458,S14,1861,Truck,1000,0.53,Monsoon,0.07,47
19459,S5,1760,Air,3303,0.92,Monsoon,0.37,101
19460,S10,1886,Truck,4664,0.59,Monsoon,0.2,48
19461,S16,1001,Ship,753,0.46,Peak,0.09,18
19462,S33,1123,Ship,2684,0.85,Peak,0.3,22
19463,S24,512,Air,2809,0.92,Monsoon,0.15,38
19464,S50,1549,Ship,502,0.29,Normal,0.08,20
19465,S12,1504,Ship,1798,0.45,Monsoon,0.06,22
19466,S28,928,Truck,4462,0.18,Peak,0.46,28
19467,S15,31,Truck,4842,0.54,Normal,0.33,8
19468,S26,1946,Train,1562,0.57,Peak,0.19,39
19469,S17,598,Truck,2377,0.68,Monsoon,0.26,23
19470,S39,1529,Air,618,0.73,Peak,0.09,85
19471,S4,367,Air,3882,0.96,Peak,0.16,30
19472,S23,1318,Air,4796,0.79,Peak,0.43,79
19473,S21,49,Truck,2141,0.34,Normal,0.56,12
19474,S4,841,Air,1734,0.3,Monsoon,0.37,52
19475,S19,89,Train,4131,0.72,Monsoon,0.12,11
19476,S25,624,Ship,1551,0.36,Normal,0.55,16
19477,S11,488,Train,1850,0.53,Monsoon,0.01,17
19478,S31,1718,Air,2069,0.73,Normal,0.36,95
19479,S29,1060,Ship,3394,0.81,Peak,0.18,22
19480,S30,842,Air,1330,0.6,Monsoon,0.07,53
19481,S25,1430,Train,3014,0.94,Normal,0.35,31
19482,S3,663,Train,2923,0.95,Peak,0.32,21
19483,S32,1397,Truck,4116,0.63,Normal,0.21,35
19484,S17,42,Air,2289,0.37,Monsoon,0.58,14
19485,S20,1849,Air,3529,0.46,Normal,0.18,99
19486,S37,869,Truck,1026,0.66,Peak,0.19,28
19487,S1,1978,Ship,846,0.77,Peak,0.47,32
19488,S7,1531,Truck,4304,0.21,Normal,0.31,37
19489,S35,449,Train,4823,0.66,Monsoon,0.11,17
19490,S23,242,Ship,3190,0.27,Monsoon,0.41,14
19491,S20,1417,Train,2429,0.68,Peak,0.46,33
19492,S39,1462,Train,1144,0.82,Normal,0.56,34
19493,S28,1991,Ship,2480,0.65,Monsoon,0.32,33
19494,S50,988,Train,248,0.88,Peak,0.08,25
19495,S37,1213,Train,2934,0.92,Normal,0.32,27
19496,S43,80,Truck,3876,0.39,Monsoon,0.49,14
19497,S14,544,Air,2645,0.91,Normal,0.01,34
19498,S20,1444,Ship,1350,0.26,Peak,0.03,18
19499,S39,911,Air,2744,0.27,Monsoon,0.37,57
19500,S27,1194,Truck,2011,0.6,Monsoon,0.35,34
19501,S26,1205,Train,3732,0.99,Monsoon,0.14,31
19502,S11,863,Air,915,0.46,Monsoon,0.27,54
19503,S21,1159,Truck,1305,0.67,Peak,0.02,32
19504,S50,46,Train,2486,0.25,Normal,0.25,7
19505,S2,1673,Train,1902,0.23,Peak,0.02,28
19506,S36,1328,Ship,3917,0.92,Monsoon,0.24,26
19507,S41,1340,Air,2683,0.24,Peak,0.41,77
19508,S35,1874,Air,1448,0.82,Monsoon,0.51,106
19509,S21,931,Truck,2736,0.2,Normal,0.31,26
19510,S38,295,Ship,4351,0.39,Normal,0.28,12
19511,S28,1909,Air,1192,0.43,Normal,0.17,101
19512,S30,1121,Air,4520,0.39,Normal,0.01,61
19513,S30,1445,Ship,4632,0.67,Peak,0.59,29
19514,S4,1887,Ship,957,0.98,Peak,0.6,33
19515,S44,688,Truck,1949,0.98,Monsoon,0.25,25
19516,S17,1218,Truck,4427,0.15,Peak,0.17,32
19517,S49,414,Truck,529,0.76,Peak,0.48,22
19518,S50,1607,Air,658,0.54,Peak,0.52,92
19519,S19,821,Air,1342,0.18,Peak,0.19,47
19520,S1,807,Ship,2611,0.27,Normal,0.25,15
19521,S18,1181,Train,3477,0.57,Peak,0.13,27
19522,S12,1837,Air,809,0.64,Monsoon,0.49,106
19523,S27,821,Air,4319,0.58,Normal,0.23,51
19524,S40,1839,Train,2768,0.22,Normal,0.45,35
19525,S23,58,Ship,2483,0.77,Normal,0.53,11
19526,S40,1183,Train,2400,0.92,Normal,0.37,28
19527,S25,1967,Train,1022,0.71,Peak,0.0,36
19528,S13,1622,Train,2683,0.81,Monsoon,0.08,34
19529,S12,1078,Air,515,0.32,Normal,0.3,59
19530,S7,988,Air,4300,0.6,Monsoon,0.09,58
19531,S16,463,Air,1015,0.5,Peak,0.59,36
19532,S50,198,Train,3615,0.48,Monsoon,0.2,12
19533,S24,1456,Truck,2227,0.3,Peak,0.31,38
19534,S15,678,Ship,699,0.38,Normal,0.1,10
19535,S38,130,Truck,4546,0.36,Normal,0.08,7
19536,S34,1268,Train,3592,0.89,Normal,0.1,26
19537,S41,714,Truck,661,0.38,Monsoon,0.34,23
19538,S46,500,Truck,1106,0.22,Peak,0.26,18
19539,S29,239,Ship,3066,0.93,Normal,0.24,11
19540,S47,1206,Air,1171,0.38,Peak,0.58,74
19541,S34,1572,Air,2301,0.53,Monsoon,0.11,87
19542,S35,608,Air,4625,0.58,Monsoon,0.56,44
19543,S3,1223,Air,2487,0.14,Normal,0.33,66
19544,S3,767,Ship,4989,0.13,Monsoon,0.3,17
19545,S37,1645,Truck,1220,0.51,Peak,0.01,40
19546,S3,1302,Air,2138,0.31,Normal,0.46,72
19547,S34,417,Train,4887,0.32,Peak,0.49,17
19548,S13,836,Air,4548,0.65,Peak,0.02,50
19549,S21,1579,Truck,4705,0.32,Peak,0.15,38
19550,S33,424,Air,2542,0.22,Peak,0.18,28
19551,S27,657,Truck,283,0.64,Monsoon,0.26,23
19552,S37,388,Ship,1419,1.0,Monsoon,0.59,19
19553,S7,61,Train,1141,0.79,Normal,0.01,7
19554,S41,959,Truck,375,0.42,Normal,0.15,25
19555,S18,103,Ship,4428,0.84,Peak,0.33,13
19556,S18,1604,Truck,4660,0.86,Monsoon,0.44,46
19557,S6,1706,Air,2844,0.28,Peak,0.14,92
19558,S15,1275,Air,801,0.96,Normal,0.43,74
19559,S14,214,Train,1905,0.69,Peak,0.1,13
19560,S22,271,Train,1979,0.91,Monsoon,0.31,18
19561,S41,271,Train,4692,0.94,Normal,0.41,16
19562,S29,193,Ship,302,0.14,Peak,0.41,9
19563,S25,1860,Truck,1200,0.62,Normal,0.57,48
19564,S42,939,Truck,3302,0.3,Monsoon,0.36,30
19565,S8,1565,Truck,988,0.34,Normal,0.58,43
19566,S30,1380,Truck,4214,0.21,Normal,0.18,33
19567,S1,705,Train,743,0.87,Peak,0.22,21
19568,S6,403,Train,4823,0.29,Monsoon,0.35,17
19569,S16,175,Train,1621,0.98,Peak,0.59,17
19570,S34,362,Air,672,0.4,Monsoon,0.37,27
19571,S26,463,Truck,2689,0.47,Normal,0.36,16
19572,S50,760,Truck,2240,0.63,Monsoon,0.28,26
19573,S36,479,Truck,1363,0.94,Monsoon,0.46,24
19574,S48,1043,Ship,4590,0.91,Normal,0.54,22
19575,S12,1277,Train,4825,1.0,Monsoon,0.04,30
19576,S47,1317,Truck,780,0.25,Normal,0.22,30
19577,S14,494,Ship,2773,0.76,Peak,0.19,15
19578,S2,1008,Air,349,0.29,Monsoon,0.3,60
19579,S27,1491,Train,2247,0.9,Peak,0.48,37
19580,S42,309,Ship,939,0.11,Normal,0.38,8
19581,S27,116,Train,2006,0.79,Normal,0.49,13
19582,S5,1504,Truck,2597,0.55,Peak,0.02,37
19583,S34,537,Air,2675,0.46,Normal,0.3,33
19584,S42,197,Truck,3938,0.15,Normal,0.15,9
19585,S6,1298,Ship,4919,0.34,Monsoon,0.31,23
19586,S19,813,Truck,2283,0.45,Peak,0.21,25
19587,S16,616,Truck,4304,0.19,Monsoon,0.58,24
